lat,lon,depth,unc,etype,ID,mag,time,S1,D1,R1,S2,D2,R2,src
12.43,121.18,74.0,15.0,EQ,101055,4.7,1983-11-25 17:25:20.860,nan,nan,nan,nan,nan,nan,92217
12.5,121.22,60.8,15.0,EQ,101056,4.5,1988-06-20 07:33:02.960,nan,nan,nan,nan,nan,nan,92217
12.13,121.38,80.1,15.0,EQ,101468,4.1,1991-03-24 23:50:19.480,nan,nan,nan,nan,nan,nan,92217
10.82,122.65,60.0,15.0,EQ,100799,4.7,1976-02-20 01:21:03.300,nan,nan,nan,nan,nan,nan,92217
11.84,121.64,60.0,15.0,EQ,100805,4.5,1975-10-22 16:19:28.100,nan,nan,nan,nan,nan,nan,92217
10.96,122.31,46.0,15.0,EQ,101041,4.9,1983-05-04 15:28:11.010,nan,nan,nan,nan,nan,nan,92217
10.79,122.86,119.0,15.0,EQ,101044,3.4,1986-02-09 16:32:45.490,nan,nan,nan,nan,nan,nan,92217
11.37,122.23,49.7,15.0,EQ,101050,5.0,1988-08-26 08:42:36.650,nan,nan,nan,nan,nan,nan,92217
11.28,122.14,57.3,15.0,EQ,101462,4.8,1990-08-03 18:46:24.730,nan,nan,nan,nan,nan,nan,92217
10.63,122.69,63.0,15.0,EQ,102592,4.5,2010-04-30 14:48:38.640,nan,nan,nan,nan,nan,nan,92217
10.89,122.45,44.5,15.0,EQ,102724,4.5,2013-12-20 04:48:18.910,nan,nan,nan,nan,nan,nan,92217
